V1,V2,V3,V4,V5,V6,V7
97195.08,120115.73,73938.82,97195.08,84562.51,84562.51,23.93
1499400.0,1905094.0,1402915.04,1538867.2,1538867.2,1538867.2,20.0
284152.0,110692.45,61731.58,66415.47,66415.47,66415.47,25.74
69983.3,58774.45,51968.76,69983.3,69983.3,69983.3,25.74
102893.34,83789.78,76408.59,102893.34,102893.34,102893.34,25.74
198273.11,210000.0,157032.3,198273.11,198273.11,198273.11,20.8
305066.34,320000.0,279495.68,305066.34,305066.34,305066.34,8.38
936062.86,996655.58,740238.51,936062.86,620948.58,620948.58,20.92
192906.98,192906.98,143250.41,192906.98,192906.98,192906.98,25.74
148636.31,182000.0,119696.82,148636.31,148636.31,148636.31,19.47
409106.43,473400.0,329453.41,409106.43,409106.43,409106.43,19.47
71001.39,59896.66,52725.63,71001.39,71001.39,71001.39,25.74
45878.71,59307.14,34069.53,45878.71,45878.71,35584.28,25.74
135900.0,135900.0,91746.09,135900.0,135900.0,135900.0,32.49
119600.0,119600.0,80741.96,119600.0,119600.0,119600.0,32.49
287500.0,287500.0,194091.25,287500.0,287500.0,287500.0,32.49
91040.0,91040.0,61461.1,91040.0,91040.0,91040.0,32.49
26081.47,20296.0,19367.79,26081.47,26081.47,26081.47,25.74
32957.02,25723.0,24473.49,32957.02,32957.02,32957.02,25.74
15900.84,15802.0,11807.77,15900.84,15900.84,15900.84,25.74
23648.32,11765.0,17560.96,23648.32,23648.32,23648.32,25.74
116800.0,116800.0,78851.68,116800.0,116800.0,116800.0,32.49
114500.0,114500.0,77298.95,114500.0,114500.0,114500.0,32.49
69700.0,69700.0,47054.47,69700.0,69700.0,69700.0,32.49
372692.4,372692.4,341460.78,372692.4,372692.4,372692.4,8.38
193900.0,193900.0,130901.89,193900.0,193900.0,193900.0,32.49
137377.93,120134.64,110629.93,137377.93,137377.93,137377.93,19.47
157629.28,166579.14,126938.86,157629.28,157629.28,157629.28,19.47
60117.6,46526.37,48412.7,59847.6,60117.6,60117.6,19.47
384705.71,576733.0,309803.51,384705.71,384705.71,384705.71,19.47
396120.0,396120.0,267420.61,396120.0,396120.0,396120.0,32.49
121100.0,121100.0,81754.61,121100.0,121100.0,121100.0,32.49
25814.0,38144.0,20164.97,25814.0,25814.0,25814.0,21.88
234975.23,250000.0,189225.55,234975.23,234975.23,223226.47,19.47
28700.26,56887.25,23111.47,28700.26,28700.26,28700.26,19.47
157738.69,157738.69,117136.75,157738.69,157738.69,157738.69,25.74
210738.13,384033.0,169707.42,210738.13,210738.13,210738.13,19.47
94764.36,105868.45,76313.74,94764.36,94764.36,94764.36,19.47
92526.4,139329.36,68710.1,92526.4,92526.4,92526.4,25.74
53198.2,55654.0,42839.13,-42177.03,53198.2,53198.2,19.47
186993.96,200260.0,150587.32,186993.96,186993.96,186993.96,19.47
170512.0,151691.52,94644.38,170512.0,170512.0,121949.47,25.74
56885.82,72803.23,42243.41,56885.82,56885.82,56885.82,25.74
33719.66,38948.6,25040.22,33719.66,33719.66,33719.66,25.74
45115.92,46461.0,31230.0,45115.92,39491.0,39491.0,21.2
81518.0,82848.0,63678.93,81518.0,81518.0,81518.0,21.88
938541.04,1067670.0,733188.26,938540.54,938541.04,938541.04,21.88
110560.0,141087.22,88764.61,110560.0,110560.0,110560.0,19.47
29440.0,36800.0,23707.26,29440.0,29440.0,29440.0,19.47
141278.45,166000.0,113771.53,141278.45,141278.45,141278.45,19.47
251344.32,314180.4,179384.44,251344.32,251344.32,251344.32,28.63
998228.0,1064509.0,832294.86,1078291.45,1134118.18,992260.8,20.0
1149570.57,1176202.0,910459.89,1149570.57,1149570.57,1003533.25,20.8
783553.0,794783.0,628256.99,783553.0,783553.0,676871.3,20.8
207598.8,200000.0,142740.0,200000.0,200000.0,200000.0,28.63
199393.9,205682.0,162653.81,199393.9,199393.9,24563.92,20.8
440530.0,440530.0,297392.99,440530.0,440530.0,440530.0,32.49
488670.0,488670.0,292058.4,488670.0,488670.0,488670.0,32.49
57970.0,57970.0,39135.55,57970.0,57970.0,57970.0,32.49
200941.28,226011.68,154309.1,200941.28,200941.28,200941.28,21.22
48853.68,51745.95,24324.19,48853.68,48853.68,48853.68,21.66
34474.03,34474.03,27761.94,34474.03,34474.03,34474.03,19.47
84700.0,84700.0,68208.91,84700.0,84700.0,84700.0,19.47
65397.58,64844.56,38664.73,65397.88,38906.74,38906.74,19.47
63395.87,84595.0,51052.69,63395.87,63395.87,63395.87,19.47
118598.0,120000.0,92644.49,118598.0,118598.0,118598.0,21.88
123714.23,123000.0,98668.6,123714.23,123714.23,123714.23,21.23
60000.0,60000.0,48318.0,60000.0,60000.0,60000.0,19.47
46720.0,46720.0,31540.7,46720.0,46720.0,46720.0,32.49
60888.63,66979.51,46975.58,60888.63,60888.63,60888.63,22.85
35916.93,44790.0,3591.69,27833.86,35916.93,35916.93,23.47
165019.78,171819.27,117648.78,165019.78,165019.78,165019.78,20.0
83179.49,83218.4,56134.08,83179.49,83179.49,83179.49,28.0
36290.0,54254.0,28698.13,36290.0,36290.0,35609.0,20.8
61095.77,98189.26,21885.68,61095.77,61095.77,61095.77,25.74
472445.25,485318.0,359122.95,485318.0,485318.0,412520.3,20.0
6530.21,6530.21,5258.78,6530.21,6530.21,6530.21,19.47
80451.83,95101.37,62777.61,65802.29,80451.83,80451.83,21.97
31600.0,31600.0,21333.16,31600.0,31600.0,31600.0,32.49
2743049.0,2741322.69,1991179.27,2743049.0,2743049.0,2743049.0,27.41
647734.33,631910.0,505788.2,647734.33,647734.33,647734.33,20.0
169746.96,165600.0,135797.57,169746.96,169746.96,169746.96,20.0
139390.0,151000.0,94102.19,139390.0,139390.0,139390.0,28.63
212161.48,220000.0,123770.66,212161.48,212161.48,212161.48,20.8
254735.2,254735.2,181804.51,254735.2,254735.2,254735.2,28.63
21600.0,21600.0,17394.48,21600.0,21600.0,21600.0,19.47
69895.0,71540.79,56286.44,69895.0,112819.47,69895.0,19.47
105381.17,117000.0,64247.48,105381.17,105381.17,105381.17,19.47
132973.44,166216.8,94903.14,132973.44,132973.44,132973.44,28.63
46665.92,58322.4,33305.47,46665.92,46665.92,46665.92,28.63
13036.16,16295.2,9303.9,13036.16,13036.16,13036.16,28.63
41825.28,52281.6,29850.7,41825.28,41825.28,41825.28,28.63
75051.2,93814.0,53565.04,75051.2,71051.2,71051.2,28.63
82355.0,83738.0,64335.73,82355.0,82355.0,82355.0,21.88
86017.34,130000.0,66111.4,86017.34,86017.34,86017.34,20.0
43600.0,43600.0,35111.08,43600.0,43600.0,43600.0,19.47
347000.0,347000.0,234259.7,347000.0,347000.0,347000.0,32.49
90760.0,89760.0,61272.08,90760.0,90760.0,90760.0,32.49
13915.43,13915.43,10333.6,13915.43,13915.43,13915.43,25.74
10487.26,10487.26,7787.84,10487.26,10487.26,10487.26,25.74
19413.03,19413.03,14416.12,19413.03,19413.03,19413.03,25.74
18876.42,18876.42,14017.63,18876.42,18876.42,18876.42,25.74
15399.94,15399.94,11436.0,15399.94,15399.94,15399.94,25.74
12122.99,12259.89,9698.39,12122.99,12122.99,12122.99,20.0
296212.49,311045.0,248836.0,311045.0,311045.0,264388.25,20.0
16755.0,16755.0,11310.73,16755.0,16755.0,16755.0,32.49
34633.01,35000.0,27429.34,34633.01,34633.01,34633.01,20.8
675949.63,659436.0,540759.7,675949.63,675949.63,675949.63,20.0
207263.51,202200.0,165810.81,207263.51,207263.51,207263.51,20.0
25985.0,26389.15,15516.82,25985.0,25985.0,18069.0,20.8
51596.0,52755.72,40864.03,51596.0,51596.0,51596.0,20.8
72017.0,72722.17,40724.42,72017.0,3244.2,3244.2,20.8
11442.0,11711.19,6558.24,29309.28,29309.28,29309.28,20.8
91034.0,91034.0,61457.05,91034.0,91034.0,91034.0,32.49
54763.46,80000.0,43810.76,54763.46,54763.46,54763.46,20.0
58184.0,58184.0,39280.02,58184.0,58184.0,58184.0,32.49
80535.0,80535.0,54369.18,80535.0,80535.0,80535.0,32.49
125929.0,125929.0,85014.67,125929.0,125929.0,125929.0,32.49
771900.0,771900.0,521109.69,771900.0,771900.0,771900.0,32.49
28327.04,33000.0,22661.63,28327.04,28327.04,28327.04,20.0
174863.0,178314.0,122992.49,174863.0,174863.0,174863.0,20.8
222862.11,239390.0,191512.0,239390.0,239390.0,203481.5,20.0
1026499.0,1046132.0,746311.69,1026499.0,1026499.0,1026499.0,20.8
998811.0,1025445.0,820146.8,1202080.27,1202080.27,998811.0,20.8
81893.0,104573.0,63974.81,81893.0,81893.0,81893.0,21.88
251321.0,251321.0,169666.81,251321.0,251321.0,251321.0,32.49
137126.51,160480.19,109884.64,137126.47,137126.47,136408.16,20.8
24186.21,24186.21,17960.68,24186.21,24186.21,24186.21,25.74
17728.23,17728.23,13164.98,17728.23,17728.23,17728.23,25.74
61881.44,61881.44,45953.16,61881.44,61881.44,61881.44,25.74
222459.1,222459.1,158769.05,222459.08,222459.08,222459.08,28.63
307704.72,307704.72,219608.86,307704.72,307704.72,307704.72,28.63
1243251.99,1050000.0,885502.77,1243251.99,750000.0,750000.0,21.2
1023694.64,650579.0,809282.73,1023694.64,1023694.64,1023694.64,20.92
312715.55,259080.49,244293.39,312715.55,312715.55,312715.55,21.88
386905.74,240793.0,302250.76,386905.74,386905.74,386905.74,21.88
38709.82,53779.4,30240.11,38709.82,38709.82,38709.82,21.88
209527.0,180000.0,163682.49,209527.0,209527.0,209527.0,21.88
72103.0,72603.0,58167.98,72103.0,72103.0,72103.0,19.33
717493.61,650823.0,491267.87,717493.61,717493.61,717493.61,31.53
157803.0,157803.0,123904.8,157803.0,157803.0,157803.0,21.48
115032.0,180317.0,89793.98,115032.0,115032.0,115032.0,21.94
56496.0,56946.0,44343.0,56496.0,56496.0,56496.0,21.51
111324.0,111324.0,87009.71,111324.0,111324.0,111324.0,21.84
15499.65,18550.0,10612.61,15499.65,15499.65,15499.65,31.53
18774.13,17759.0,12854.65,18774.13,18774.13,18774.13,31.53
15960.19,15508.0,10927.94,15960.19,15960.19,15960.19,31.53
53546.13,59245.0,36663.04,53546.13,53546.13,53546.13,31.53
9442.02,10220.0,6464.95,9442.02,9442.02,9442.02,31.53
50728.94,54675.0,34734.11,50728.94,50728.94,50728.94,31.53
25383.24,27319.0,17379.9,25383.24,25383.24,25383.24,31.53
33703.92,49722.0,23077.07,33703.92,33703.92,33703.92,31.53
12818.24,14907.0,10145.19,12818.24,12818.24,12818.24,31.53
23359.3,27221.0,15994.11,23359.3,23359.3,23359.3,31.53
7344.38,8816.0,5028.7,7344.38,7344.38,7344.38,31.53
4368.43,6903.0,2991.06,4368.43,4368.43,4368.43,31.53
19327.34,20881.0,13233.43,19327.34,19327.34,19327.34,31.53
6761.5,7148.0,4629.6,6761.5,6761.5,6761.5,31.53
10875.98,14070.0,7446.78,10875.98,10875.98,10875.98,31.53
20469.02,27613.0,14015.14,20469.02,20469.02,20469.02,31.53
49929.94,59672.0,34187.03,49929.94,49929.94,49929.94,31.53
145747.0,145837.0,110009.84,145747.0,145747.0,145747.0,24.52
226561.0,226561.0,163871.57,226561.0,226561.0,226561.0,27.67
33324.0,33324.0,25238.15,33324.0,33324.0,33324.0,24.26
1114709.52,1011556.0,824287.16,1114504.2,1114504.2,1114504.2,26.04
463227.74,421355.0,340842.97,463227.74,463227.74,463227.74,26.42
460168.36,418402.0,338758.95,460146.42,460146.42,460146.42,26.38
9015.0,9091.0,6640.15,9015.0,9015.0,9015.0,26.34
346000.0,312300.0,317005.2,346000.0,346000.0,346000.0,8.38
238444.54,219000.0,53533.57,238444.54,238444.54,190850.77,21.88
226591.15,129000.0,177013.01,226591.15,226591.15,226591.15,21.88
46500.77,76147.0,31839.08,46500.77,46500.77,46500.77,31.53
19414.74,24998.0,13293.27,19414.74,19414.74,19414.74,31.53
362875.59,594075.0,248460.92,362875.59,362875.59,362875.59,31.53
72521.2,119777.0,49655.27,72521.2,72521.2,72521.2,31.53
195060.0,185912.0,133557.58,195060.0,195060.0,195060.0,31.53
97197.0,97493.0,66550.79,97197.0,97197.0,97197.0,31.53
355806.0,355806.0,277955.65,355806.0,355806.0,355806.0,21.82
132324.08,132324.08,103371.57,132324.08,132324.08,132324.08,21.88
482898.0,482898.0,377118.74,482898.0,482898.0,482898.0,21.91
157239.9,186273.0,122757.19,157239.9,157240.0,157239.9,21.93
472899.28,231000.0,105266.97,229603.43,329603.43,260000.0,18.24
2258516.92,2354896.0,1732419.88,2258516.92,2258516.92,2258516.92,20.9
550422.0,550422.0,434200.9,550422.0,550422.0,550422.0,21.11
1553297.92,1353315.06,1255175.19,1553297.92,1553297.92,1553297.92,19.19
19899.19,26638.0,13624.98,19899.19,19899.19,19899.19,31.53
15433.13,16297.0,10567.06,15433.13,15433.13,15433.13,31.53
82861.0,98454.0,56734.93,82861.0,82861.0,82861.0,31.53
98819.0,329975.0,67661.37,98819.0,98819.0,98819.0,31.53
26180.0,99735.0,17925.45,26180.0,26180.0,26180.0,31.53
124535.42,384490.0,85269.4,124535.42,124535.42,124535.42,31.53
107049.85,179015.0,73297.03,107049.85,107049.85,107049.85,31.53
130888.97,352178.0,59225.59,117362.97,130888.97,117362.97,31.53
51012.0,175909.0,34927.92,51012.0,51012.0,51012.0,31.53
117846.0,118681.0,80689.16,117846.0,117846.0,117846.0,31.53
82656.57,103530.0,56594.95,82656.57,82656.57,82656.57,31.53
38636.0,146549.0,52908.14,38636.0,38636.0,38636.0,31.53
30144.0,30076.0,21838.46,30144.0,30144.0,30144.0,27.55
13552.84,14843.0,9279.63,13552.84,13552.84,13552.84,31.53
19629.61,20960.0,13440.39,19629.61,19629.61,19629.61,31.53
84274.84,86905.0,57702.98,84274.84,84274.84,84274.84,31.53
23255.8,27315.0,15923.25,23255.8,23255.8,23255.8,31.53
14770.82,19044.0,10113.58,14770.82,14770.82,14770.82,31.53
14230.23,16172.0,9743.43,14230.37,14230.37,14230.37,31.53
561979.76,500000.0,439018.59,561979.76,561979.76,561979.76,21.88
22196.97,22197.0,16365.08,22196.97,22196.97,22196.97,26.27
10560.0,11358.0,7628.95,10560.0,10560.0,10560.0,27.76
97739.0,97739.0,73304.25,97739.0,97739.0,97739.0,25.0
89237.0,89237.0,70302.89,89237.0,89237.0,89237.0,21.22
12768.26,14402.0,8742.43,12768.26,12768.26,12768.26,31.53
9816.26,22960.0,6721.19,9816.26,9816.26,9816.26,31.53
12800.4,16501.0,8764.43,12800.4,12800.4,12800.4,31.53
6744.92,38942.0,4618.25,6744.92,6744.92,6744.92,31.53
13323.67,69263.0,9122.72,13323.67,13323.67,13323.67,31.53
19921.97,40909.0,13640.57,19921.97,19921.97,19921.97,31.53
37159.76,8345.0,25443.29,37159.76,37159.76,37159.76,31.53
24031.0,24150.0,17381.63,24031.0,24031.0,24031.0,27.67
324795.26,356058.24,222387.31,324795.26,324795.26,324795.26,31.53
16990.38,16920.0,11633.31,16990.38,16990.38,16990.38,31.53
23392.94,24256.0,16017.15,23392.94,23392.94,23392.94,31.53
8422.09,8180.0,5766.61,8422.09,8422.09,8422.09,31.53
10730.66,11289.0,7347.28,10730.66,10730.66,10730.66,31.53
20101.74,28624.0,13763.66,20101.74,20101.74,20101.74,31.53
7429.54,8527.0,5087.01,7429.54,7429.54,7429.54,31.53
28875.0,29535.0,20885.29,28875.0,28875.0,28875.0,27.67
112163.6,112164.0,81127.93,112164.0,112164.0,112164.0,27.67
309000.0,309000.0,241317.11,309000.0,309000.0,309000.0,21.9
257384.0,257384.0,201068.38,257384.0,257384.0,257384.0,21.88
238201.0,238201.0,186206.69,238201.0,238201.0,238201.0,21.83
178457.0,178457.88,139409.92,178457.0,178457.0,178457.0,21.88
6839.05,7023.0,4682.7,6839.05,6839.05,6839.05,31.53
31898.01,32566.0,21840.57,31898.01,31898.01,31898.01,31.53
14745.52,15104.0,10096.26,14745.52,14745.52,14745.52,31.53
20811.94,41719.0,14249.94,20811.94,20811.94,20811.94,31.53
18586.08,18754.0,12725.89,18586.08,18586.08,18586.08,31.53
11653.71,12572.0,7979.3,11653.71,11653.71,11653.71,31.53
46847.18,48399.0,32076.26,46847.18,46847.18,46847.18,31.53
63416.39,71591.0,43421.2,63416.39,63416.39,63416.39,31.53
5398.9,6117.0,3696.63,5398.9,5398.9,5398.9,31.53
156840.0,156840.0,122523.41,156840.0,156840.0,156840.0,21.88
25384.0,25384.0,19829.98,25384.0,25384.0,25384.0,21.88
15340.0,15340.0,11998.27,15340.0,15340.0,15340.0,21.78
384889.98,418860.0,302441.43,376974.0,133573.98,133573.98,22.02
315688.72,429072.0,280911.01,386164.8,58245.52,58245.52,22.02
488400.0,495000.0,386392.85,488400.0,488400.0,488400.0,25.77
267657.23,285800.0,190757.75,267657.23,267657.23,267657.23,29.6
70200.0,70200.0,49420.8,70200.0,70200.0,70200.0,29.6
347000.0,375000.0,243549.04,375000.0,375000.0,375000.0,29.6
246000.0,246000.0,173184.0,246000.0,246000.0,246000.0,29.6
297207.61,306439.82,207785.88,306439.37,306439.37,306439.37,25.75
221218.14,228096.37,156684.99,228096.37,228096.37,228096.37,25.77
131424.33,135493.0,91471.32,135493.0,135493.0,126872.0,25.74
226572.27,233337.0,168252.57,233337.0,233337.0,233337.0,25.74
413020.53,425649.57,301347.33,425649.0,425649.0,425649.0,28.97
145000.0,145000.0,102080.0,145000.0,145000.0,145000.0,29.6
200000.0,200000.0,140800.0,200000.0,200000.0,200000.0,29.6
305000.0,305000.0,204340.16,305000.0,305000.0,305000.0,29.6
300000.0,300000.0,211200.0,300000.0,300000.0,300000.0,29.6
386400.0,386400.0,272025.6,386400.0,386400.0,386400.0,29.6
128000.0,128000.0,91993.0,128000.0,128000.0,128000.0,25.29
333000.0,333000.0,237358.9,333000.0,334129.0,333000.0,25.75
329510.4,336605.95,253542.83,336605.0,336605.0,336605.0,25.74
253700.0,220000.0,171963.03,253700.0,253700.0,253700.0,25.14
279200.0,250000.0,191047.41,279200.0,279200.0,279200.0,25.41
336431.08,347895.06,237407.52,347895.0,347895.0,347895.0,22.85
176477.13,181607.89,127169.76,181607.0,181607.0,181607.0,30.35
77700.0,77700.0,59947.1,77700.0,77700.0,77700.0,22.85
90871.22,93733.82,63876.88,93733.82,93733.82,93733.82,25.74
114200.0,114200.0,84803.55,114200.0,114200.0,114200.0,25.74
202700.0,202700.0,150522.59,202700.0,202700.0,202700.0,25.74
230908.21,238583.97,166670.36,238583.0,238583.0,238583.0,30.96
211865.0,116303.0,180085.25,211865.0,211865.0,211865.0,15.0
46986.0,46740.0,38516.3,46986.0,46986.0,46986.0,18.03
9302.0,10391.0,7625.22,9302.0,9302.0,9302.0,18.03
106875.0,85770.0,87609.71,106875.0,106875.0,106875.0,18.03
35949.0,26122.0,29468.83,35949.0,35949.0,35949.0,18.03
252614.0,144630.0,212195.76,202614.0,252614.0,225322.0,15.0
41000.0,30000.0,34843.3,40992.12,40992.12,40992.12,18.03
77000.0,60000.0,65450.0,77000.0,77000.0,77000.0,18.03
34099.0,33209.92,28984.08,34098.92,34098.92,34098.92,15.0
35406.0,35000.0,29750.0,35000.0,35000.0,35000.0,15.0
16152.0,25312.0,14524.48,16152.0,16152.0,965.0,18.03
20764.0,23043.0,17649.4,20764.0,20764.0,6938.0,15.0
44587.0,41085.0,37898.95,44587.0,44587.0,19936.0,15.0
101549.0,106809.0,85301.16,101549.0,101549.0,101549.0,18.03
29235.0,26145.0,24849.75,29235.0,29235.0,13548.0,15.0
144375.0,115095.0,122718.75,144375.0,144375.0,144375.0,15.0
37208.0,36992.0,31626.8,37208.0,37208.0,37208.0,15.0
89684.0,90205.0,76231.4,143807.0,137973.0,89684.0,15.0
31637.0,30553.0,26891.45,31637.0,31637.0,31637.0,15.0
42490.0,28191.0,36116.5,42490.0,42490.0,42490.0,15.0
174628.0,171149.0,140297.68,174628.0,174628.0,174628.0,18.03
33969.0,53297.0,30000.0,33969.0,33969.0,1991.0,18.03
33350.0,42799.0,28347.5,54411.0,54411.0,33350.0,15.0
29228.0,37592.0,23959.36,22555.0,29228.0,14257.0,18.03
12837.0,16063.0,12368.32,9638.0,12837.0,12837.0,18.03
21714.0,15927.0,17799.83,9556.0,21715.0,15927.0,18.03
29493.0,30756.0,25068.12,47947.0,47946.0,29493.0,15.0
35534.0,35102.0,29848.72,40152.0,40152.0,14473.0,15.0
35951.0,32187.0,30558.35,35951.0,35951.0,35951.0,15.0
38449.0,41678.0,32681.65,38449.0,38449.0,13442.0,15.0
9187.0,9134.0,7530.95,5480.0,9186.0,3654.0,18.03
54630.0,61386.0,46435.5,54630.0,54630.0,54630.0,15.0
26796.0,24585.0,21965.75,14751.0,26797.0,26283.0,18.03
26220.0,31771.0,21493.58,26220.0,26220.0,15093.0,18.03
31910.0,40396.0,26157.9,24238.0,31910.0,31910.0,18.03
18428.0,26825.0,15663.8,18428.0,18428.0,18428.0,15.0
17459.0,14399.0,14840.15,17459.0,17459.0,8820.0,15.0
21945.0,17943.0,18653.25,21945.0,21945.0,21945.0,15.0
17133.0,24129.0,14563.05,17133.0,17133.0,2656.0,15.0
16740.0,18057.0,14061.6,16740.0,16740.0,5906.0,15.0
28312.0,23429.0,24065.2,28312.0,28312.0,28312.0,15.0
26568.0,30532.0,21778.03,26567.0,26567.0,26567.0,18.03
24532.0,31429.0,20109.86,18857.0,24532.0,24532.0,18.03
24725.0,15402.0,20769.0,24725.0,24725.0,15484.0,15.0
38970.0,25197.0,33124.5,38970.0,38970.0,38970.0,15.0
27836.0,25255.0,23660.6,27836.0,27836.0,27836.0,15.0
28547.0,28073.0,24264.95,28547.0,28547.0,28547.0,15.0
53851.0,26163.0,45773.35,53851.0,53851.0,53851.0,15.0
37097.0,28680.0,31532.45,37097.0,37097.0,37097.0,15.0
34316.0,29514.0,29168.6,34316.0,34316.0,34316.0,15.0
28379.0,30365.0,17531.91,28379.0,28379.0,28379.0,18.03
14034.0,14484.0,11788.56,14034.0,14034.0,14034.0,18.03
14780.0,16043.0,12115.76,14780.0,14780.0,14780.0,18.03
98661.0,153626.0,83861.85,98661.0,98661.0,98661.0,15.0
51121.0,37494.0,43452.85,51121.0,51121.0,51121.0,15.0
38505.0,30569.0,39081.72,38505.0,30569.0,30569.0,18.03
26215.0,32737.0,22282.75,26215.0,26215.0,26215.0,15.0
25318.0,29420.0,21520.3,25318.0,25318.0,25318.0,15.0
15074.0,14783.0,12812.9,15074.0,15074.0,15074.0,15.0
18560.0,16672.0,15776.0,18560.0,18560.0,18560.0,15.0
970900.0,970900.0,687333.2,970900.0,970900.0,970900.0,23.61
226100.0,226100.0,178799.88,226100.0,226100.0,226100.0,20.92
170000.0,170000.0,129846.82,170000.0,170000.0,170000.0,23.62
167855.0,168188.0,142676.75,167855.0,168188.0,168188.0,15.0
34977.0,35000.0,29379.61,35000.0,35000.0,34977.0,15.0
95769.0,57000.0,78505.68,95769.0,57000.0,57000.0,18.03
219051.0,219000.0,179523.06,219000.0,219000.0,219000.0,18.03
149482.0,151575.0,122536.0,149482.0,151575.0,143784.3,18.03
289368.46,322817.28,219011.89,322817.0,322817.0,313128.0,25.74
60038.0,60038.0,50892.77,60037.8,60037.8,54034.0,18.03
24869.0,24868.95,20385.6,24868.37,24868.37,22382.0,18.03
110000.0,120201.0,90123.72,109941.84,72120.6,66000.0,18.03
40968.0,43014.0,33583.11,25808.0,40968.0,15160.0,18.03
37162.0,36607.0,31216.08,37162.0,37162.0,37162.0,15.0
57682.0,42978.0,49029.7,57682.0,57682.0,57682.0,15.0
18038.0,22538.0,15332.3,18038.0,18038.0,18038.0,15.0
26829.0,29407.0,21992.8,17644.0,26829.0,24068.0,18.03
23633.0,25556.0,20088.05,23633.0,23633.0,23633.0,15.0
32571.0,21532.0,27685.35,32571.0,32571.0,32571.0,15.0
18522.0,29315.0,15743.7,18522.0,18522.0,18522.0,15.0
42073.0,38384.0,35762.05,42073.0,42073.0,42073.0,15.0
24038.0,26503.0,19704.91,24038.0,24038.0,24038.0,18.03
27347.0,32938.0,22417.43,19763.0,20993.0,19763.0,18.03
32499.0,36218.0,26640.73,32499.0,32499.0,32499.0,18.03
36947.0,33517.0,31404.95,36947.0,36947.0,36947.0,15.0
24925.0,31487.0,21186.25,24925.0,24925.0,24925.0,15.0
95901.0,72178.0,81515.85,95901.0,95901.0,95901.0,15.0
27960.0,30613.0,23766.0,27960.0,27960.0,27960.0,15.0
42046.0,44379.0,35739.1,42046.0,42046.0,42046.0,15.0
17316.0,21562.0,14194.62,12937.0,17316.0,17316.0,18.03
37393.0,30041.0,30652.54,37393.0,37393.0,37393.0,18.03
40812.0,37938.0,34282.08,40812.0,40812.0,40812.0,15.0
23045.0,14967.0,18890.91,23045.0,23045.0,23045.0,18.03
24735.0,22723.0,21024.75,24735.0,24735.0,24735.0,15.0
58326.0,57546.0,49577.1,58326.0,58326.0,58326.0,15.0
6267.0,21035.0,12070.23,12621.0,12621.0,12621.0,18.03
22060.0,22041.0,14853.52,22060.0,22060.0,8835.0,15.0
395613.0,384090.0,314649.71,395613.0,395613.0,230454.0,16.0
82000.0,82000.0,69700.0,82000.0,82000.0,82000.0,15.0
68000.0,55000.0,57800.0,68000.0,68000.0,68000.0,15.0
39000.0,35500.0,33150.0,39000.0,39000.0,39000.0,15.0
118000.0,80000.0,100300.0,118000.0,118000.0,118000.0,15.0
90000.0,85000.0,76500.0,90000.0,90000.0,90000.0,15.0
307500.0,307500.0,216480.0,307500.0,307500.0,307500.0,29.6
165143.0,165126.0,135360.38,165126.0,165126.0,165126.0,18.03
91219.0,94672.0,74776.0,91219.0,94672.0,82097.1,18.03
98456.0,99838.0,83687.6,98456.0,99838.0,88610.4,15.0
44279.0,54112.0,37194.36,42968.2,55413.0,55413.0,15.0
131857.0,209581.0,108087.3,151798.6,200159.4,121436.4,18.03
22700.0,25130.0,18608.1,15078.0,22700.0,22700.0,18.03
7166.0,8190.0,5874.26,4914.0,7166.0,7166.0,18.03
13843.0,27283.0,13914.33,16369.8,16370.0,16370.0,15.0
23522.0,25533.0,19758.48,23521.8,23522.0,23522.0,15.0
33452.0,36003.0,28099.68,33451.8,33452.0,33452.0,15.0
12735.0,14915.0,10824.75,12735.0,12735.0,12735.0,15.0
15870.0,10337.0,13489.5,15870.2,15870.0,15870.0,15.0
42200.0,40573.0,35870.0,42199.8,42200.0,42200.0,15.0
34454.0,31458.0,28941.36,31925.8,31927.0,31926.0,15.0
176625.0,116951.0,150131.25,176624.6,176625.0,176625.0,15.0
59319.0,52900.0,31316.53,59319.0,59319.0,59319.0,18.03
98095.0,72491.0,80412.4,79993.0,79993.0,72491.0,18.03
23070.0,48259.0,32805.28,38607.0,38607.0,23070.0,18.03
67200.0,47122.0,55086.53,67200.0,67200.0,67200.0,18.03
85855.0,88538.0,70378.78,85855.0,85855.0,85855.0,18.03
38285.0,38285.0,31383.75,38285.0,38285.0,33457.0,18.03
28000.0,28000.0,22952.72,28000.0,22400.0,22400.0,18.03
114375.83,117913.24,76010.94,114375.83,117913.24,110000.0,22.85
165388.61,176816.39,121842.68,176816.39,176816.39,176816.39,25.82
61668.0,60000.0,50400.0,60000.0,64708.56,60000.0,18.03
17590.0,22379.0,14419.23,13427.0,34907.0,9759.0,18.03
81566.0,56518.0,68515.44,81566.0,81566.0,81566.0,18.03
63841.0,91056.0,54264.85,63841.0,63841.0,63841.0,15.0
109778.0,115339.0,89989.42,109777.0,109777.0,109777.0,18.03
157606.0,189339.0,132389.04,157606.0,157606.0,157606.0,18.03
168668.0,174940.0,143367.8,168668.0,168668.0,168668.0,15.0
201799.0,183651.0,169511.16,201799.0,201799.0,201799.0,18.03
11844.0,8000.0,9709.0,4800.0,11844.0,11844.0,18.03
288678.05,296375.72,225625.97,296375.0,296375.0,281100.0,22.85
